NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BARBIER,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle),7878,"  27,37","  12,02",Bal.,02504,02504,25004
2,VOLA,Yves,M.,ECO,Ecologistes,658,"   2,29","   1,00",non,02504,02504,25004
3,GRANGIER,Géraldine,Mme,RN,Rassemblement National,8738,"  30,36","  13,33",Bal.,02504,02504,25004
4,TREPPO,Michel,M.,DXG,Divers extrême gauche,408,"   1,42","   0,62",non,02504,02504,25004
5,AJOUX,Jean-Marc,M.,DVC,Divers centre,513,"   1,78","   0,78",non,02504,02504,25004
6,CANARD,Elisabeth,Mme,DSV,Droite souverainiste,251,"   0,87","   0,38",non,02504,02504,25004
7,BLOCH,Matthieu,M.,LR,Les Républicains,3098,"  10,76","   4,73",non,02504,02504,25004
8,COTTIER,Brigitte,Mme,NUP,Nouvelle union populaire écologique et sociale,5791,"  20,12","   8,84",non,02504,02504,25004
9,VOURRON,Philippe,M.,REC,Reconquête !,1232,"   4,28","   1,88",non,02504,02504,25004
10,SADIQ,Fatia,Mme,DIV,Divers,218,"   0,76","   0,33",non,02504,02504,25004
