NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,JORAND,Adélaïde,Mme,DIV,Divers,481,"   1,27","   0,71",non,02403,02403,24003
2,DECOUPY,Jacques,M.,DXG,Divers extrême gauche,396,"   1,05","   0,59",non,02403,02403,24003
3,GIRARDEAU,Cyril,M.,NUP,Nouvelle union populaire écologique et sociale,8937,"  23,68","  13,27",Bal.,02403,02403,24003
4,THOMASSON,Myriam,Mme,LR,Les Républicains,2160,"   5,72","   3,21",non,02403,02403,24003
5,PEYROUNY,Martial,M.,DVG,Divers gauche,3615,"   9,58","   5,37",non,02403,02403,24003
6,COUTOU,Antoine,M.,REC,Reconquête !,1358,"   3,60","   2,02",non,02403,02403,24003
7,JOUBERT,Florence,Mme,RN,Rassemblement National,8477,"  22,46","  12,58",Bal.,02403,02403,24003
8,GARDILLOU,Guillaume,M.,DVC,Divers centre,2291,"   6,07","   3,40",non,02403,02403,24003
9,LAVAL,Céline,Mme,ECO,Ecologistes,495,"   1,31","   0,73",non,02403,02403,24003
10,CUBERTAFON,Jean-Pierre,M.,ENS,Ensemble ! (Majorité présidentielle),8796,"  23,31","  13,06",Bal.,02403,02403,24003
11,DESMARTIN,Laurence,Mme,DVD,Divers droite,736,"   1,95","   1,09",non,02403,02403,24003
