NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,CARRIE,Bérengère,Mme,RN,Rassemblement National,6686,"  20,61","  10,78",non,00902,00902,09002
2,CHAROY,Quentin,M.,ECO,Ecologistes,387,"   1,19","   0,62",non,00902,00902,09002
3,TARRIEUX-ANTRANIKIAN,Alexandra,Mme,REC,Reconquête !,1271,"   3,92","   2,05",non,00902,00902,09002
4,GARCIA,Enzo,M.,REG,Régionaliste,542,"   1,67","   0,87",non,00902,00902,09002
5,PANIFOUS,Laurent,M.,DVG,Divers gauche,7068,"  21,79","  11,40",Bal.,00902,00902,09002
6,LAFFONT,Patrick,M.,DVG,Divers gauche,871,"   2,68","   1,40",non,00902,00902,09002
7,LARIVE,Michel,M.,NUP,Nouvelle union populaire écologique et sociale,9424,"  29,05","  15,20",Bal.,00902,00902,09002
8,DE KERIMEL,Yann,M.,DIV,Divers,928,"   2,86","   1,50",non,00902,00902,09002
9,DUTRENOIS,Rémi,M.,ENS,Ensemble ! (Majorité présidentielle),4237,"  13,06","   6,83",non,00902,00902,09002
10,AFONSO,Paul,M.,UDI,Union des Démocrates et des Indépendants,783,"   2,41","   1,26",non,00902,00902,09002
11,TESTARD,Théodora,Mme,DXG,Divers extrême gauche,244,"   0,75","   0,39",non,00902,00902,09002
