NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LUTZ,Thomas,M.,RN,Rassemblement National,6597,"  17,82","   8,66",non,02501,02501,25001
2,TOURNIER,Pauline,Mme,DIV,Divers,321,"   0,87","   0,42",non,02501,02501,25001
3,COURBARON,Doïna,Mme,DXG,Divers extrême gauche,121,"   0,33","   0,16",non,02501,02501,25001
4,MALLOL,Candice,Mme,ECO,Ecologistes,451,"   1,22","   0,59",non,02501,02501,25001
5,PERNIN,Marielle,Mme,ECO,Ecologistes,1062,"   2,87","   1,39",non,02501,02501,25001
6,CROIZIER,Laurent,M.,ENS,Ensemble ! (Majorité présidentielle),9901,"  26,75","  12,99",Bal.,02501,02501,25001
7,GALPIN,Fabrice,M.,REC,Reconquête !,1608,"   4,34","   2,11",non,02501,02501,25001
8,VEZIES,Séverine,Mme,NUP,Nouvelle union populaire écologique et sociale,11022,"  29,78","  14,46",Bal.,02501,02501,25001
9,INEZARÈNE,Salima,Mme,RDG,Parti radical de gauche,1442,"   3,90","   1,89",non,02501,02501,25001
10,FRIESS,Nicole,Mme,DXG,Divers extrême gauche,414,"   1,12","   0,54",non,02501,02501,25001
11,VIENET,Michel,M.,LR,Les Républicains,4075,"  11,01","   5,35",non,02501,02501,25001
12,KECK,Célia,Mme,REG,Régionaliste,2,"   0,01","   0,00",non,02501,02501,25001
