NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,VIRGOS,Pascal,M.,DSV,Droite souverainiste,693,"   1,32","   0,65",non,03105,03105,31005
2,HONTANS,Bruno,M.,REC,Reconquête !,2260,"   4,31","   2,11",non,03105,03105,31005
3,CHERONNET,Jean-Christophe,M.,LR,Les Républicains,1743,"   3,32","   1,63",non,03105,03105,31005
4,PIQUES,Jérôme,M.,REG,Régionaliste,1160,"   2,21","   1,09",non,03105,03105,31005
5,ESPAGNOLLE,Sylvie,Mme,NUP,Nouvelle union populaire écologique et sociale,14615,"  27,85","  13,67",Bal.,03105,03105,31005
6,LASERGE,Michel,M.,DXG,Divers extrême gauche,506,"   0,96","   0,47",non,03105,03105,31005
7,LEONARDELLI,Julien,M.,RN,Rassemblement National,12931,"  24,64","  12,10",non,03105,03105,31005
8,PORTARRIEU,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle),15174,"  28,91","  14,19",Bal.,03105,03105,31005
9,VELO,Johanna,Mme,ECO,Ecologistes,797,"   1,52","   0,75",non,03105,03105,31005
10,MOSDIER,Alizée,Mme,RDG,Parti radical de gauche,1479,"   2,82","   1,38",non,03105,03105,31005
11,GRIEU,Anne,Mme,DIV,Divers,484,"   0,92","   0,45",non,03105,03105,31005
12,GOMBERT,Laurence,Mme,DVG,Divers gauche,636,"   1,21","   0,59",non,03105,03105,31005
