NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,FONTAINE,Georges-Philippe,M.,DVD,Divers droite,2266,"   4,61","   2,45",non,02901,02901,29001
2,BILLARD,Thierry,M.,DSV,Droite souverainiste,630,"   1,28","   0,68",non,02901,02901,29001
3,GUÉGAN,Izold,Mme,REG,Régionaliste,590,"   1,20","   0,64",non,02901,02901,29001
4,LE REST,Bernard,M.,REG,Régionaliste,1213,"   2,47","   1,31",non,02901,02901,29001
5,LE MEUR,Annaïg,Mme,ENS,Ensemble ! (Majorité présidentielle),17432,"  35,49","  18,88",Bal.,02901,02901,29001
6,MÉNARD,Isabelle,Mme,UDI,Union des Démocrates et des Indépendants,3615,"   7,36","   3,92",non,02901,02901,29001
7,HERMAN,France,Mme,REC,Reconquête !,1782,"   3,63","   1,93",non,02901,02901,29001
8,HÉNAFF,Christel,Mme,RN,Rassemblement National,5339,"  10,87","   5,78",non,02901,02901,29001
9,LEBERT,Grégory,M.,NUP,Nouvelle union populaire écologique et sociale,15760,"  32,08","  17,07",Bal.,02901,02901,29001
10,PIRO,Élisabeth,Mme,DXG,Divers extrême gauche,495,"   1,01","   0,54",non,02901,02901,29001
